"bill","committee","session","url","filename","date"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE and ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE and ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen08102015_appendix.pdf","sen08102015_appendix.pdf","August 10 , 2015"
"","Committee Meeting of ASSEMBLY HEATH AND SENIOR SERVICES and ASSEMBLY REGULATORY OVERSIGHT COMMITTEES ASSEMBLY HEATH AND SENIOR SERVICES and ASSEMBLY REGULATORY OVERSIGHT COMMITTEES","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ahs_aro_12022015.pdf","ahs_aro_12022015.pdf","December 2, 2015"
"","Committee Meeting of ASSEMBLY HEATH AND SENIOR SERVICES and ASSEMBLY REGULATORY OVERSIGHT COMMITTEES ASSEMBLY HEATH AND SENIOR SERVICES and ASSEMBLY REGULATORY OVERSIGHT COMMITTEES","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ahs_aro_12022015_appendix.pdf","ahs_aro_12022015_appendix.pdf","December 2, 2015"
"","Commission Meeting of STATE HOUSE COMMISSION","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/062402RS.htm","062402RS.htm","June 24 , 2002"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/091302rs.htm","091302rs.htm","September 13, 2002"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju11042016_appendix.pdf","sloaju11042016_appendix.pdf","November 4, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju12062016.pdf","sloaju12062016.pdf","December 6, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju12062016_appendix.pdf","sloaju12062016_appendix.pdf","December 6, 2016"
"","Committee Meeting of ASSEMBLY TRANSPORTATION AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION AND INDEPENDENT AUTHORITIES COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr12122016.pdf","atr12122016.pdf","December 12, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03152016.pdf","jcps03152016.pdf","March 15, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03152016_appendix.pdf","jcps03152016_appendix.pdf","March 15, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps04192016.pdf","jcps04192016.pdf","April 19, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps04192016_appendix.pdf","jcps04192016_appendix.pdf","April 19, 2016"
"","Commission Meeting of STATE HOUSE COMMISSION","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/120502RS.htm","120502RS.htm","December 5, 2002"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/http://www.njlegislature.org/LSITranscripts/lsi05062014_appendix.pdf","lsi05062014_appendix.pdf","May 6, 2014"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/lsi05132014.pdf","lsi05132014.pdf","May 13, 2014"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/http://www.njlegislature.org/LSITranscripts/lsi05132014_appendix.pdf","lsi05132014_appendix.pdf","May 13, 2014"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/lsi05202014.pdf","lsi05202014.pdf","May 20, 2014"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/lsi06032014.pdf","lsi06032014.pdf","June 3, 2014"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/111802RS.htm","111802RS.htm","November 18, 2002"
"","Commission Meeting of STATE HOUSE COMMISSION","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/121202RS.htm","121202RS.htm","December 12, 2002"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp03102017.pdf","cp03102017.pdf","March 10, 2017"
"","Full text of transcribed hearing: hearing","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/njlbc_njbic06132017.pdf","njlbc_njbic06132017.pdf","June 13, 2017"
"","Full text of transcribed hearing: hearing","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/njlbc_njbic06132017_appendix.pdf","njlbc_njbic06132017_appendix.pdf","June 13, 2017"
"","Committee Meeting of JOINT STATE LEASING AND SPACE UTILIZATION","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu06152017.pdf","jlsu06152017.pdf","June 15, 2017"
"","Committee Meeting of JOINT STATE LEASING AND SPACE UTILIZATION","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu06152017_appendix.pdf","jlsu06152017_appendix.pdf","June 15, 2017"
"","Commission Meeting of STATE HOUSE COMMISSION","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06122017.pdf","shc06122017.pdf","June 12, 2017"
"","Committee Meeting of ASSEMBLY HOMELAND SECURITY AND
STATE PREPAREDNESS COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ahs11162015.pdf","ahs11162015.pdf","November 16 , 2015"
"","Committee Meeting of ASSEMBLY HOMELAND SECURITY AND
STATE PREPAREDNESS COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ahs11162015_appendix.pdf","ahs11162015_appendix.pdf","November 16 , 2015"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju03192015.pdf","aju03192015.pdf","March 19, 2015"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju03192015_appendix.pdf","aju03192015_appendix.pdf","March 19, 2015"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju05072015.pdf","aju05072015.pdf","May 07, 2015"
"","Subcommittee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/102902RS.htm","102902RS.htm","October 29 , 2002"
"","Commission Meeting of STATE HOUSE COMMISSION","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/091902lb.htm","091902lb.htm","September 19, 2002"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps06202016.pdf","jcps06202016.pdf","June 20, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps06202016_appendix.pdf","jcps06202016_appendix.pdf","June 20, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps10112016.pdf","jcps10112016.pdf","October 11, 2016"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/http://www.njlegislature.org/LSITranscripts/lsi06032014_appendix.pdf","lsi06032014_appendix.pdf","June 3, 2014"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/lsi06092014.pdf","lsi06092014.pdf","June 9, 2014"
"","Commission Meeting of STATE HOUSE COMMISSION","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06122017_appendix.pdf","shc06122017_appendix.pdf","June 12, 2017"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju05072015_appendix.pdf","aju05072015_appendix.pdf","May 07, 2015"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju06032015.pdf","aju06032015.pdf","June 03, 2015"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju06032015_appendix.pdf","aju06032015_appendix.pdf","June 03, 2015"
"","Committee Meeting of ASSEMBLY REGULATORY OVERSIGHT and ASSEMBLY HEATH AND SENIOR SERVICES COMMITTEES ASSEMBLY REGULATORY OVERSIGHT and ASSEMBLY HEATH AND SENIOR SERVICES COMMITTEES","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ahs_aro_12022015.pdf","ahs_aro_12022015.pdf","December 2, 2015"
"","Committee Meeting of ASSEMBLY REGULATORY OVERSIGHT and ASSEMBLY HEATH AND SENIOR SERVICES COMMITTEES ASSEMBLY REGULATORY OVERSIGHT and ASSEMBLY HEATH AND SENIOR SERVICES COMMITTEES","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ahs_aro_12022015_appendix.pdf","ahs_aro_12022015_appendix.pdf","December 2, 2015"
"","Task Force Meeting of the ASSEMBLY TASK FORCE ON FISCAL RESPONSIBILITY","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/082602LB.htm","082602LB.htm","August 26, 2002"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps10112016_appendix.pdf","jcps10112016_appendix.pdf","October 11, 2016"
"","Meeting of 1ST LEGISLATIVE DISTRICT ECONOMIC DEVELOPMENT TASK FORCE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/edtf03172016.pdf","edtf03172016.pdf","March 17, 2016"
"","Meeting of 1ST LEGISLATIVE DISTRICT ECONOMIC DEVELOPMENT TASK FORCE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/edtf03172016_appendix.pdf","edtf03172016_appendix.pdf","March 17, 2016"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/http://www.njlegislature.org/LSITranscripts/lsi06092014_appendix.pdf","lsi06092014_appendix.pdf","June 9, 2014"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/lsi07172014.pdf","lsi07172014.pdf","July 17, 2014"
"","Committee Meeting of NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION NEW JERSEY LEGISLATIVE SELECT COMMITTEE ON INVESTIGATION","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/http://www.njlegislature.org/LSITranscripts/lsi120814.pdf","lsi120814.pdf","December 8, 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03112014.pdf","jcps03112014.pdf","March 11 , 2014"
"","Committee Meeting of ASSEMBLY TRANSPORTATION AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION AND INDEPENDENT AUTHORITIES COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr12142015.pdf","atr12142015.pdf","December 14, 2015"
"","Committee Meeting of ASSEMBLY TRANSPORTATION AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION AND INDEPENDENT AUTHORITIES COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr12142015_appendix.pdf","atr12142015_appendix.pdf","December 14, 2015"
"","Public Hearing before SENATE STATE GOVERNMENT COMMITTEE COMMITTEE","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/102402hw.htm","102402hw.htm","October 24, 2002"
"","Public Hearing before SENATE EDUCATION COMMITTEE COMMITTEE","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/120902HW.htm","120902HW.htm","December 9, 2002"
"","Task Force Meeting JOINT LEGISLATIVE TASK FORCE ON DRINKING WATER INFRASTRUCTURE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/tdwi11302016.pdf","tdwi11302016.pdf","November 30, 2016"
"","Task Force Meeting JOINT LEGISLATIVE TASK FORCE ON DRINKING WATER INFRASTRUCTURE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/tdwi11302016_appendix.pdf","tdwi11302016_appendix.pdf","November 30, 2016"
"","Task Force Meeting JOINT LEGISLATIVE TASK FORCE ON DRINKING WATER INFRASTRUCTURE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/tdwi12142016.pdf","tdwi12142016.pdf","December 14, 2016"
"","Task Force Meeting JOINT LEGISLATIVE TASK FORCE ON DRINKING WATER INFRASTRUCTURE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/tdwi12142016_appendix.pdf","tdwi12142016_appendix.pdf","December 14, 2016"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp02262016.pdf","cp02262016.pdf","February 26, 2016"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp02262016_appendix.pdf","cp02262016_appendix.pdf","February 26, 2016"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10282016.pdf","cp10282016.pdf","October 28, 2016"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp11182016.pdf","cp11182016.pdf","November 18, 2016"
"","Public hearing before THE COLLEGE AFFORDABILITY STUDY COMMISSION “The College Affordability Study Commission will hold three public hearings at which students, parents, and other members of the public are invited to provide their thoughts and recommendations on increasing the affordability of higher education in New Jersey”","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/casc01202016.pdf","casc01202016.pdf","January 20, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03112014_appendix.pdf","jcps03112014_appendix.pdf","March 11 , 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09162014.pdf","jcps09162014.pdf","September 16 , 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps01062015.pdf","jcps01062015.pdf","January 6, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps01062015_appendix.pdf","jcps01062015_appendix.pdf","January 6, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03102015.pdf","jcps03102015.pdf","March 10, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03102015_appendix.pdf","jcps03102015_appendix.pdf","March 10, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS INNOVATIVE PRACTICES SUBCOMMITTEE JOINT COMMITTEE ON THE PUBLIC SCHOOLS INNOVATIVE PRACTICES SUBCOMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps07202015.pdf","jcps07202015.pdf","July 20, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS INNOVATIVE PRACTICES SUBCOMMITTEE JOINT COMMITTEE ON THE PUBLIC SCHOOLS INNOVATIVE PRACTICES SUBCOMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps07202015_appendix.pdf","jcps07202015_appendix.pdf","July 20, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09162015.pdf","jcps09162015.pdf","September 16, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09162015_appendix.pdf","jcps09162015_appendix.pdf","September 16, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09302015.pdf","jcps09302015.pdf","September 30, 2015"
"","Public Hearing before SENATE COMMUNITY AND URBAN AFFAIRS COMMITTEE SENATE BILL No. 1675 ( COMMITTEE SENATE BILL No. 1675 (","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/102102lb.htm","102102lb.htm","October 21, 2002"
"","Public Hearing before SENATE LABOR COMMITTEE COMMITTEE","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/102802rs.htm","102802rs.htm","October 28, 2002"
"","Public Hearing before SENATE ENVIRONMENT COMMITTEE COMMITTEE","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/060602LB.htm","060602LB.htm","June 6, 2002"
"","Public Hearing before SENATE LABOR COMMITTEE COMMITTEE","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/101702lb.htm","101702lb.htm","October 17, 2002"
"","Public hearing before THE COLLEGE AFFORDABILITY STUDY COMMISSION “The College Affordability Study Commission will hold three public hearings at which students, parents, and other members of the public are invited to provide their thoughts and recommendations on increasing the affordability of higher education in New Jersey”","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/casc01202016_appendix.pdf","casc01202016_appendix.pdf","January 20, 2016"
"","Commission Meeting of STATE HOUSE COMMISSION","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc03142016.pdf","shc03142016.pdf","March 14, 2016"
"","Commission Meeting of STATE HOUSE COMMISSION","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc03142016_appendix.pdf","shc03142016_appendix.pdf","March 14, 2016"
"","Commission Meeting of STATE HOUSE COMMISSION","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06302016.pdf","shc06302016.pdf","June 30 , 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09162014_appendix.pdf","jcps09162014_appendix.pdf","September 16 , 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps11122014.pdf","jcps11122014.pdf","November 12, 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps11122014_appendix.pdf","jcps11122014_appendix.pdf","November 12, 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps12172014.pdf","jcps12172014.pdf","December 17, 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps12172014_appendix.pdf","jcps12172014_appendix.pdf","December 17, 2014"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slsu10162014.pdf","slsu10162014.pdf","October 16, 2014"
"","Committee Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp02192014.pdf","cp02192014.pdf","February 19, 2014"
"","Committee Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp02192014_appendix.pdf","cp02192014_appendix.pdf","February 19, 2014"
"","Committee Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10242014.pdf","cp10242014.pdf","October 24, 2014"
"","Committee Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp11212014.pdf","cp11212014.pdf","November 21, 2014"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09302015_appendix.pdf","jcps09302015_appendix.pdf","September 30, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps12152015.pdf","jcps12152015.pdf","December 15, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps12152015_appendix.pdf","jcps12152015_appendix.pdf","December 15, 2015"
"","Committee Meeting of JOINT COMMITTEE ON ECONOMIC JUSTICE AND EQUAL EMPLOYMENT OPPORTUNITY JOINT COMMITTEE ON ECONOMIC JUSTICE AND EQUAL EMPLOYMENT OPPORTUNITY","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jej05142015.pdf","jej05142015.pdf","May 14, 2015"
"","Committee Meeting of JOINT COMMITTEE ON ECONOMIC JUSTICE AND EQUAL EMPLOYMENT OPPORTUNITY JOINT COMMITTEE ON ECONOMIC JUSTICE AND EQUAL EMPLOYMENT OPPORTUNITY","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jej05142015_appendix.pdf","jej05142015_appendix.pdf","May 14, 2015"
"","Meeting of 1ST LEGISLATIVE DISTRICT ECONOMIC DEVELOPMENT TASK FORCE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/EDTF1302015.pdf","EDTF1302015.pdf","January 30, 2015"
"","Meeting of 1ST LEGISLATIVE DISTRICT ECONOMIC DEVELOPMENT TASK FORCE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/EDTF08272015.pdf","EDTF08272015.pdf","August 27, 2015"
"","Panel Meeting of the ASSEMBLY","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/050202RS.htm","050202RS.htm","May 2, 2002"
"","Commission Meeting of STATE HOUSE COMMISSION","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc10202016.pdf","shc10202016.pdf","October 20, 2016"
