"bill","committee","session","url","filename","date"
"","Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES AND CONSTRUCTION Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES AND CONSTRUCTION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS12032008_appendix.pdf","JCPS12032008_appendix.pdf","December 3, 2008"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu06162008.pdf","jlsu06162008.pdf","June 16, 2008"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu12112008.pdf","jlsu12112008.pdf","December 11, 2008"
"","Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp09052008.pdf","cp09052008.pdf","September 5, 2008"
"","Committee Meeting of SENATE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo07192012.pdf","slo07192012.pdf","July 19, 2012"
"","Committee Meeting of SENATE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo07192012_appendix.pdf","slo07192012_appendix.pdf","July 19, 2012"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shh06062011.pdf","shh06062011.pdf","June 6 , 2011"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shh06062011_appendix.pdf","shh06062011_appendix.pdf","June 6 , 2011"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shh10032011.pdf","shh10032011.pdf","October 3, 2011"
"","Public Hearing before SENATE STATE GOVERNMENT, WAGERING, TOURISM &amp; HISTORIC PRESERVATION COMMITTEE SENATE STATE GOVERNMENT, WAGERING, TOURISM &amp; HISTORIC PRESERVATION COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ssg09262011.pdf","ssg09262011.pdf","September 26, 2011"
"","Public Hearing before SENATE STATE GOVERNMENT, WAGERING, TOURISM &amp; HISTORIC PRESERVATION COMMITTEE SENATE STATE GOVERNMENT, WAGERING, TOURISM &amp; HISTORIC PRESERVATION COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ssg09262011_appendix.pdf","ssg09262011_appendix.pdf","September 26, 2011"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps02112009_appendix.pdf","jcps02112009_appendix.pdf","February 11, 2009"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_04162009.pdf","jcps_04162009.pdf","April 16, 2009"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_06032009.pdf","jcps_06032009.pdf","June 3, 2009"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_06032009_appendix.pdf","jcps_06032009_appendix.pdf","June 3, 2009"
"","Subcommittee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03232009.pdf","jcps03232009.pdf","March 23, 2009"
"","Subcommittee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_04032009.pdf","jcps_04032009.pdf","April 3, 2009"
"","Committee Meeting of SENATE EDUCATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed03242014.pdf","sed03242014.pdf","March 24, 2014"
"","Committee Meeting of SENATE HEALTH, HUMAN SERVICES AND SENIOR CITIZENS COMMITEE and the SENATE COMMERCE COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scmhhs10052015.pdf","scmhhs10052015.pdf","October 5 , 2015"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen09162013_appendix.pdf","senaen09162013_appendix.pdf","September 16, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen09302013.pdf","senaen09302013.pdf","September 30, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen09302013_appendix.pdf","senaen09302013_appendix.pdf","September 30, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen10212013.pdf","senaen10212013.pdf","October 21, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen10212013_appendix.pdf","senaen10212013_appendix.pdf","October 21, 2013"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shh_ahu02132013.pdf","shh_ahu02132013.pdf","February 13, 2013"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shh_ahu02132013_appendix.pdf","shh_ahu02132013_appendix.pdf","February 13, 2013"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo12132010.pdf","slo12132010.pdf","December 13, 2010"
"","Committee Meeting of SENATE MILITARY AND VETERANS' AFFAIRS COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/SMV05212010.pdf","SMV05212010.pdf","May 21, 2010"
"","Committee Meeting of SENATE MILITARY AND VETERANS' AFFAIRS COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/SMV05212010_appendix.pdf","SMV05212010_appendix.pdf","May 21, 2010"
"","Hearing before SENATE STATE GOVERNMENT, WAGERING, TOURISM AND HISTORIC PRESERVATION COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ssg03012010.pdf","ssg03012010.pdf","March 1, 2010"
"","Committee Meeting of ASSEMBLY APPROPRIATIONS COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aap09072010.pdf","aap09072010.pdf","September 7, 2010"
"","Hearing before ASSEMBLY BIPARTISAN LEADERSHIP COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ablc02022010_11.pdf","ablc02022010_11.pdf","February 2, 2010"
"","Hearing before ASSEMBLY BIPARTISAN LEADERSHIP COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ablc02022010_11_appendix.pdf","ablc02022010_11_appendix.pdf","February 2, 2010"
"","Public Hearing before SENATE BUDGET AND APPROPRIATIONS COMMITTEE COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba01072016.pdf","sba01072016.pdf","January 7, 2016"
"","Public Hearing before SENATE BUDGET AND APPROPRIATIONS COMMITTEE COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba02292016.pdf","sba02292016.pdf","February 29, 2016"
"","Public Hearing before SENATE BUDGET AND APPROPRIATIONS COMMITTEE COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba02292016_appendix.pdf","sba02292016_appendix.pdf","February 29, 2016"
"","Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp09052008_appendix.pdf","cp09052008_appendix.pdf","September 5, 2008"
"","Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp09262008.pdf","cp09262008.pdf","September 26, 2008"
"","Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp09262008_appendix.pdf","cp09262008_appendix.pdf","September 26, 2008"
"","Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10242008.pdf","cp10242008.pdf","October 24, 2008"
"","Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp11072008.pdf","cp11072008.pdf","November 07, 2008"
"","Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp12122008.pdf","cp12122008.pdf","December 12, 2008"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY /ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE /ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08132012.pdf","senaen08132012.pdf","August 13, 2012"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY /ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE /ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08132012_appendix.pdf","senaen08132012_appendix.pdf","August 13, 2012"
"","Public Hearing before ASSEMBLY JUDICIARY COMMITTEE ASSEMBLY JUDICIARY COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju12102012.pdf","aju12102012.pdf","December 10, 2012"
"","Public Hearing before ASSEMBLY JUDICIARY COMMITTEE ASSEMBLY JUDICIARY COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju12102012_appendix.pdf","aju12102012_appendix.pdf","December 10, 2012"
"","Committee Meeting of ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/alps04252012.pdf","alps04252012.pdf","April 25, 2012"
"","Committee Meeting of ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/alps04252012_appendix.pdf","alps04252012_appendix.pdf","April 25, 2012"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE/ COMMITTEE/","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen04282011.pdf","senaen04282011.pdf","April 28, 2011"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE/ COMMITTEE/","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen042882011_appendix.pdf","senaen042882011_appendix.pdf","April 28, 2011"
"","Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE/ COMMITTEE/","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08182011.pdf","senaen08182011.pdf","August 18, 2011"
"","Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE/ COMMITTEE/","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08182011_appendix.pdf","senaen08182011_appendix.pdf","August 18, 2011"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE ASSEMBLY CONCURRENT RESOLUTION No. 81 ASSEMBLY JUDICIARY COMMITTEE ASSEMBLY CONCURRENT RESOLUTION No. 81","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju12122011.pdf","aju12122011.pdf","December 12, 2011"
"","Committee Meeting of ASSEMBLY JUDICIARY COMMITTEE ASSEMBLY CONCURRENT RESOLUTION No. 81 ASSEMBLY JUDICIARY COMMITTEE ASSEMBLY CONCURRENT RESOLUTION No. 81","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aju12122011_appendix.pdf","aju12122011_appendix.pdf","December 12, 2011"
"","Committee Meeting of ASSEMBLY TOURISM AND THE ARTS COMMITTEE ASSEMBLY TOURISM AND THE ARTS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ata02162011.pdf","ata02162011.pdf","February 16, 2011"
"","Committee Meeting of ASSEMBLY TOURISM AND THE ARTS COMMITTEE ASSEMBLY TOURISM AND THE ARTS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ata03252011.pdf","ata03252011.pdf","March 25, 2011"
"","Committee Meeting of ASSEMBLY TOURISM AND THE ARTS COMMITTEE ASSEMBLY TOURISM AND THE ARTS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ata03252011_appendix.pdf","ata03252011_appendix.pdf","March 25, 2011"
"","Committee Meeting of ASSEMBLY TOURISM AND THE ARTS COMMITTEE ASSEMBLY TOURISM AND THE ARTS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ata09192011.pdf","ata09192011.pdf","September 19, 2011"
"","Public Hearing before ASSEMBLY AGRICULTURE AND NATURAL RESOURCES COMMITTEE AGRICULTURE AND NATURAL RESOURCES COMMITTEE","2003 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/AAN0605.htm","AAN0605.htm","June 5, 2003"
"","Subcommittee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_05062009.pdf","jcps_05062009.pdf","May 6, 2009"
"","Commission Meeting of NEW JERSEY COMMISSION","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10022009.pdf","cp10022009.pdf","October 2, 2009"
"","Commission Meeting of NEW JERSEY COMMISSION","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10022009_appendix.pdf","cp10022009_appendix.pdf","October 2, 2009"
"","Commission Meeting of NEW JERSEY COMMISSION","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10092009.pdf","cp10092009.pdf","October 9, 2009"
"","Committee Meeting of SENATE EDUCATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed03242014_appendix.pdf","sed03242014_appendix.pdf","March 24, 2014"
"","Committee Meeting of SENATE EDUCATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed10162014.pdf","sed10162014.pdf","October 16, 2014"
"","Committee Meeting of SENATE COMMERCE COMMITTEE SENATE COMMERCE COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scm01302017.pdf","scm01302017.pdf","January 30, 2017"
"","Committee Meeting of SENATE EDUCATION COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed09212015.pdf","sed09212015.pdf","September 21, 2015"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shs_slo05202013.pdf","shs_slo05202013.pdf","May 20, 2013"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shs_slo05202013_appendix.pdf","shs_slo05202013_appendix.pdf","May 20, 2013"
"","Committee Meeting of SENATE JUDICIARY","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sju05132013.pdf","sju05132013.pdf","May 13, 2013"
"","Hearing before ASSEMBLY BIPARTISAN LEADERSHIP COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ablc02022010_15.pdf","ablc02022010_15.pdf","February 2, 2010"
"","Hearing before ASSEMBLY BIPARTISAN LEADERSHIP COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ablc02022010_15_appendix.pdf","ablc02022010_15_appendix.pdf","February 2, 2010"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen03072016.pdf","sen03072016.pdf","March 7, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen03072016_appendix.pdf","sen03072016_appendix.pdf","March 7, 2016"
"","Meeting of STATE HOUSE COMMISSION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc031308.pdf","shc031308.pdf","March 13, 2008"
"","Meeting of STATE HOUSE COMMISSION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc031308_appendix.pdf","shc031308_appendix.pdf","March 13, 2008"
"","Meeting of STATE HOUSE COMMISSION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06122008.pdf","shc06122008.pdf","June 12, 2008"
"","Meeting of STATE HOUSE COMMISSION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc10062008.pdf","shc10062008.pdf","October 6, 2008"
"","Committee Meeting of ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/alps07232012.pdf","alps07232012.pdf","July 23, 2012"
"","Committee Meeting of ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE ASSEMBLY LAW AND PUBLIC SAFETY COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/alps07232012_appendix.pdf","alps07232012_appendix.pdf","July 23, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03012011.pdf","jcps03012011.pdf","March 1, 2011"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03302011.pdf","jcps03302011.pdf","March 30, 2011"
"","Commission Meeting of NEW JERSEY COMMISSION","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10092009_appendix.pdf","cp10092009_appendix.pdf","October 9, 2009"
"","Commission Meeting of NEW JERSEY COMMISSION","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp_10232009.pdf","cp_10232009.pdf","October 23, 2009"
"","Commission Meeting of NEW JERSEY COMMISSION","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10232009_appendix.pdf","cp10232009_appendix.pdf","October 23, 2009"
"","Public Hearing before ASSEMBLY AGRICULTURE AND NATURAL RESOURCES COMMITTEE COMMITTEE","2003 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/AAN0602.htm","AAN0602.htm","June 2, 2003"
"","Committee Meeting of SENATE EDUCATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed10162014_appendix.pdf","sed10162014_appendix.pdf","October 16, 2014"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen01272014.pdf","sen01272014.pdf","January 27, 2014"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen01272014_appendix.pdf","sen01272014_appendix.pdf","January 27, 2014"
"","Public Hearing before SENATE ECONOMIC GROWTH COMMITTEE SENATE ECONOMIC GROWTH COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/seg01122017.pdf","seg01122017.pdf","January 12, 2017"
"","Public Hearing before SENATE ECONOMIC GROWTH COMMITTEE SENATE ECONOMIC GROWTH COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/seg01122017_appendix.pdf","seg01122017_appendix.pdf","January 12, 2017"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen04182017.pdf","sen04182017.pdf","April 18, 2017"
"","Committee Meeting of SENATE EDUCATION COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed09212015_appendix.pdf","sed09212015_appendix.pdf","September 21, 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen02092015.pdf","sen02092015.pdf","February 9, 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen02092015_appendix.pdf","sen02092015_appendix.pdf","February 9, 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/06222015_SEN_complete.pdf","06222015_SEN_complete.pdf","June 22, 2015"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo01282013.pdf","slo01282013.pdf","January 28, 2013"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo01282013_appendix.pdf","slo01282013_appendix.pdf","January 28, 2013"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo_aro03082013.pdf","slo_aro03082013.pdf","March 8, 2013"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shs_slo05202013.pdf","shs_slo05202013.pdf","May 20, 2013"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE /SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shs_slo05202013_appendix.pdf","shs_slo05202013_appendix.pdf","May 20, 2013"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo06192013.pdf","slo06192013.pdf","June 19, 2013"
"","Hearing before ASSEMBLY BIPARTISAN LEADERSHIP COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ablc02022010_16.pdf","ablc02022010_16.pdf","February 2, 2010"
"","Hearing before ASSEMBLY BIPARTISAN LEADERSHIP COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ablc02022010_16_appendix.pdf","ablc02022010_16_appendix.pdf","February 2, 2010"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE ENVIRONMENT AND ENERGY COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08122010.pdf","senaen08122010.pdf","August 12, 2010"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen04212016.pdf","sen04212016.pdf","April 21, 2016"
